Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2016-12-24,Ballarat,14.2,32.6,0.0,,,N,48.0,N,N,22.0,22.0,37.0,16.0,1010.9,1010.2,,,24.6,31.0,No,No
2013-06-16,Perth,2.6,18.4,0.0,1.0,8.9,W,22.0,NE,SSW,6.0,9.0,86.0,52.0,1021.3,1018.0,1.0,1.0,9.4,18.0,No,Yes
2010-09-10,SydneyAirport,10.5,24.5,2.8,2.0,5.4,WNW,72.0,NW,WSW,11.0,41.0,79.0,44.0,1004.4,1001.5,5.0,7.0,16.5,20.3,Yes,No
2010-11-22,Penrith,13.4,27.0,0.0,,,ENE,37.0,NNE,ENE,7.0,19.0,63.0,45.0,,,,,20.8,25.0,No,No
2013-11-30,Wollongong,13.8,19.9,21.0,,,SSW,54.0,SSW,SSE,24.0,26.0,65.0,59.0,1019.2,1019.8,8.0,1.0,17.7,19.0,Yes,No
2014-08-16,Sydney,8.7,16.8,0.0,1.2,0.3,ESE,26.0,W,ESE,13.0,13.0,86.0,70.0,1023.8,1019.0,7.0,7.0,10.3,16.4,No,Yes
2010-12-09,Cobar,20.0,32.0,37.0,2.6,,W,43.0,NNW,WNW,15.0,20.0,85.0,58.0,1009.8,1007.3,6.0,6.0,24.7,30.8,Yes,No
2014-02-06,Portland,15.1,33.0,0.0,8.2,12.8,W,28.0,NE,SSW,9.0,15.0,67.0,39.0,1012.3,1010.3,,,21.6,28.3,No,No
2016-02-28,Mildura,16.0,31.4,0.0,9.5,12.2,SSE,31.0,SSE,S,20.0,15.0,63.0,24.0,1020.6,1018.5,0.0,1.0,18.8,29.9,No,No
2014-02-01,Albury,23.2,41.6,0.0,,,W,39.0,SSE,NW,7.0,11.0,51.0,15.0,1010.9,1007.4,,,28.0,40.2,No,No
2016-10-05,Uluru,10.1,32.0,0.0,,,NNE,31.0,ENE,WNW,15.0,13.0,20.0,9.0,1018.7,1014.5,,,21.2,30.5,No,No
2015-07-02,PerthAirport,13.7,20.6,2.0,0.6,1.0,,,ENE,NNE,17.0,19.0,61.0,50.0,1023.0,1020.9,7.0,7.0,15.6,20.4,Yes,Yes
2011-03-05,Darwin,24.9,29.6,0.4,3.4,1.1,SW,41.0,NNW,W,13.0,9.0,81.0,84.0,1009.1,1006.9,7.0,7.0,28.0,26.0,No,No
2013-01-26,MountGinini,12.1,24.1,0.0,,,ENE,37.0,NE,N,17.0,11.0,97.0,56.0,,,,,15.1,22.9,No,Yes
2016-02-22,Ballarat,12.4,27.0,0.0,,,ESE,35.0,N,ESE,2.0,9.0,32.0,21.0,1022.8,1021.8,8.0,8.0,21.9,26.6,No,No
2009-09-20,MelbourneAirport,7.0,17.3,1.6,4.0,6.3,WSW,41.0,W,W,13.0,28.0,68.0,36.0,1015.6,1014.0,7.0,3.0,10.6,15.6,Yes,No
2009-07-06,Portland,7.4,12.2,0.2,0.4,5.0,SW,33.0,WSW,S,15.0,13.0,79.0,62.0,1023.9,1023.7,5.0,6.0,9.7,11.9,No,Yes
2016-10-30,Hobart,12.4,25.8,0.0,3.0,6.8,WNW,93.0,N,NW,24.0,44.0,68.0,27.0,993.8,984.2,7.0,3.0,17.4,24.4,No,No
2011-12-19,Sale,16.7,24.2,6.6,3.4,5.1,W,43.0,SW,SW,11.0,19.0,92.0,73.0,1004.9,,6.0,8.0,19.0,21.2,Yes,Yes
2013-10-17,NorfolkIsland,13.4,20.0,0.0,6.0,10.9,ENE,39.0,ENE,ENE,24.0,24.0,51.0,54.0,1027.0,1025.3,5.0,4.0,18.7,18.6,No,No
2009-06-06,Darwin,19.5,31.1,0.0,5.0,10.3,NNW,28.0,SE,NW,6.0,17.0,62.0,56.0,1014.0,1010.9,1.0,1.0,26.8,30.1,No,No
2015-06-18,CoffsHarbour,7.8,20.1,1.0,,,NNW,28.0,NNW,NE,7.0,15.0,65.0,51.0,1015.8,1013.6,,,16.0,19.5,No,No
2010-12-29,Richmond,13.9,30.4,0.2,4.6,,E,31.0,ENE,ENE,6.0,11.0,71.0,46.0,1018.6,1013.6,,,20.3,28.6,No,No
2015-09-24,Penrith,8.4,17.5,0.0,,,S,54.0,SSW,S,22.0,26.0,47.0,44.0,,,,,13.5,15.4,No,No
2015-04-30,Townsville,20.0,29.8,0.0,5.0,10.6,ENE,28.0,E,NE,13.0,17.0,62.0,48.0,1016.6,1011.9,1.0,1.0,25.4,29.1,No,No
2015-08-07,Townsville,7.2,23.9,0.0,7.4,10.7,E,41.0,WSW,NE,4.0,26.0,27.0,41.0,1021.3,1018.0,0.0,0.0,19.2,22.3,No,No
2010-08-25,GoldCoast,13.8,17.0,0.0,,,WNW,41.0,NNW,NNW,13.0,15.0,66.0,62.0,1013.5,1009.5,,,14.8,16.4,No,No
2009-03-27,MountGinini,7.0,18.1,0.2,,,,,NNE,,7.0,,99.0,,,,,,9.0,,No,No
2011-03-04,Walpole,17.7,34.5,0.0,,,NE,46.0,NE,WSW,11.0,19.0,49.0,46.0,1006.7,1003.5,,,25.3,28.3,No,No
2015-11-11,Walpole,12.9,22.6,0.0,,,S,28.0,S,SE,9.0,19.0,75.0,78.0,1018.0,1018.2,,,20.3,20.3,No,No
2016-07-10,Dartmoor,3.4,11.7,2.2,1.4,,NNE,59.0,NNE,NNE,22.0,31.0,90.0,85.0,1014.0,1005.9,,,9.7,10.3,Yes,Yes
2012-10-14,Albany,12.3,17.7,10.4,2.8,4.5,,,W,W,17.0,19.0,89.0,79.0,1010.4,1013.4,8.0,7.0,15.2,16.6,Yes,No
2016-09-20,Albany,10.6,17.0,0.2,4.8,,,,SSW,,9.0,,80.0,,1020.6,1018.1,8.0,,13.5,,No,No
2013-11-04,Sydney,14.8,20.5,0.0,11.2,11.7,,,,,0.0,0.0,34.0,38.0,1022.5,1024.0,1.0,1.0,17.0,19.0,No,No
2013-12-28,Penrith,17.9,31.8,0.2,,,NE,28.0,NNW,NNE,6.0,13.0,84.0,47.0,,,,,21.4,29.6,No,No
2014-11-25,Katherine,25.5,36.5,0.0,8.0,,SW,37.0,,N,0.0,4.0,73.0,48.0,1009.9,1004.4,8.0,8.0,28.7,35.2,No,Yes
2011-02-24,MountGambier,10.9,28.2,0.0,4.0,8.8,S,37.0,SE,SSE,11.0,9.0,99.0,49.0,1019.7,1015.4,7.0,7.0,12.8,26.6,No,No
2015-07-29,Mildura,4.1,13.9,0.0,1.9,,N,28.0,NNE,NNW,11.0,15.0,73.0,47.0,1033.8,1029.7,8.0,7.0,10.1,13.7,No,No
2014-02-24,Mildura,14.5,35.2,0.0,6.8,12.2,SE,22.0,SSW,WSW,9.0,9.0,52.0,21.0,1016.7,1013.4,1.0,2.0,19.4,33.6,No,No
2012-10-01,PearceRAAF,11.6,33.2,0.0,,11.4,NNE,54.0,NE,N,15.0,31.0,21.0,14.0,1017.3,1013.1,,,25.6,32.9,No,No
2009-03-23,MelbourneAirport,13.7,19.0,0.0,8.0,4.5,SSE,33.0,SSW,S,19.0,13.0,69.0,54.0,1016.8,1016.3,8.0,6.0,14.5,17.1,No,No
2011-07-02,Portland,10.1,13.1,0.0,2.8,0.0,N,52.0,N,N,24.0,24.0,60.0,77.0,1015.1,1010.2,8.0,8.0,11.9,11.9,No,Yes
2009-03-15,Bendigo,8.7,18.9,3.0,3.0,,W,46.0,WNW,WNW,17.0,22.0,79.0,41.0,1012.8,1011.5,2.0,7.0,11.3,17.3,Yes,No
2011-02-23,MountGambier,8.4,25.7,0.0,3.8,11.9,ESE,35.0,E,S,19.0,19.0,78.0,55.0,1025.6,1021.8,3.0,1.0,14.3,25.3,No,No
2010-07-21,Townsville,18.7,26.7,0.0,4.8,5.6,ESE,35.0,SE,ENE,13.0,24.0,66.0,60.0,1018.6,1015.9,7.0,6.0,22.8,24.4,No,No
2013-11-03,Newcastle,16.2,34.8,0.0,,,,,NW,NW,4.0,56.0,27.0,15.0,,,1.0,7.0,26.5,33.5,No,No
2012-01-24,Richmond,15.3,23.2,0.0,3.2,,SW,44.0,SW,WNW,11.0,6.0,84.0,72.0,1019.0,1016.3,,,19.7,22.7,No,Yes
2012-03-18,Tuggeranong,9.3,20.2,11.8,,,S,31.0,SSE,SE,17.0,15.0,69.0,49.0,1023.3,1022.3,,,13.2,19.1,Yes,No
2011-08-10,GoldCoast,8.2,22.3,0.0,,,NW,46.0,NW,NW,15.0,26.0,48.0,26.0,1012.0,1006.7,,,15.1,22.1,No,No
2014-03-14,CoffsHarbour,17.8,26.2,0.4,4.4,,E,26.0,WNW,E,9.0,17.0,89.0,58.0,1018.8,1015.9,8.0,,20.5,26.0,No,No
2010-07-07,Witchcliffe,9.3,17.8,2.0,,,N,48.0,NNE,N,15.0,24.0,76.0,60.0,1016.9,1011.9,,,12.1,16.4,Yes,Yes
2011-06-30,NorahHead,15.2,17.7,0.0,,,SE,44.0,SSE,SW,22.0,7.0,65.0,68.0,1037.4,1034.4,,,16.0,15.8,No,Yes
2016-09-01,Portland,10.1,14.4,8.0,,,,,N,SSE,7.0,13.0,94.0,77.0,1018.4,1016.1,8.0,8.0,10.7,12.5,Yes,
2010-01-02,BadgerysCreek,20.3,30.3,0.0,,,SE,41.0,NNE,NE,9.0,9.0,72.0,64.0,1007.9,1005.5,,,24.5,28.6,No,Yes
2009-07-28,WaggaWagga,4.2,12.2,1.6,0.4,2.2,WSW,20.0,W,W,11.0,9.0,93.0,71.0,1024.7,1023.9,7.0,7.0,7.7,11.4,Yes,No
2011-03-12,GoldCoast,21.9,29.3,0.0,,,ENE,50.0,E,E,15.0,22.0,68.0,62.0,1020.5,1019.4,,,25.9,28.0,No,No
2010-07-23,Sydney,8.0,18.2,0.2,2.0,5.8,,,W,S,20.0,20.0,75.0,62.0,1032.6,1030.3,2.0,7.0,9.8,16.4,No,Yes
2010-04-27,Williamtown,6.2,22.7,0.0,3.6,6.2,WNW,39.0,WNW,WNW,17.0,19.0,75.0,37.0,1021.3,1017.5,5.0,7.0,14.0,21.6,No,No
2015-09-06,Katherine,13.7,36.2,0.0,8.0,,SE,46.0,NE,SSE,15.0,19.0,36.0,,1017.8,1011.8,0.0,,26.2,,No,No
2012-07-27,Williamtown,7.9,17.5,0.0,,,WNW,46.0,WNW,WSW,22.0,15.0,71.0,37.0,1013.6,1011.1,,8.0,12.4,16.8,No,No
2016-12-27,Portland,14.9,20.6,0.2,,,E,35.0,ENE,ESE,17.0,9.0,89.0,91.0,1010.1,1007.4,8.0,8.0,16.9,19.3,No,Yes
2014-09-14,Cobar,7.6,26.2,0.0,3.4,,W,31.0,E,WNW,9.0,13.0,29.0,11.0,1021.3,1017.0,0.0,0.0,18.3,25.4,No,No
2012-11-15,Sale,8.9,19.8,0.0,4.0,5.7,WSW,37.0,W,W,19.0,24.0,65.0,51.0,1015.2,1013.5,8.0,8.0,16.4,18.6,No,No
2012-06-17,Woomera,5.7,17.3,0.0,3.8,9.6,WSW,30.0,SW,SW,7.0,13.0,89.0,61.0,1028.7,1027.4,4.0,2.0,9.1,16.8,No,No
2013-03-30,Newcastle,12.5,24.5,0.0,,,,,,SW,0.0,4.0,71.0,55.0,,,1.0,2.0,18.5,23.8,No,No
2016-07-06,Ballarat,6.0,9.7,10.8,,,S,44.0,S,S,31.0,28.0,100.0,100.0,1018.6,1020.0,8.0,8.0,8.3,9.3,Yes,Yes
2010-07-09,Bendigo,-0.6,12.7,0.2,0.8,,NNE,33.0,SSE,NNE,7.0,17.0,85.0,61.0,1029.6,1026.7,0.0,3.0,6.0,12.1,No,No
2017-02-15,MountGambier,12.0,30.2,0.2,,,WNW,59.0,N,W,22.0,33.0,45.0,46.0,1009.7,1007.6,1.0,1.0,20.4,25.1,No,No
2012-08-05,Cobar,7.9,21.9,0.0,2.4,,NW,41.0,NW,WNW,13.0,22.0,34.0,24.0,1019.0,1016.3,1.0,7.0,16.2,19.1,No,No
2013-10-16,Woomera,13.4,34.5,0.0,8.0,11.4,WSW,74.0,N,NW,33.0,48.0,7.0,1.0,1013.7,1007.3,0.0,0.0,21.2,32.2,No,No
2015-01-31,Witchcliffe,14.8,32.9,0.0,,,ESE,39.0,E,SE,17.0,17.0,54.0,35.0,1017.3,1014.4,,,22.3,31.5,No,No
2014-10-19,PerthAirport,14.4,18.7,8.2,5.8,2.5,E,56.0,SE,SSE,17.0,22.0,72.0,75.0,1015.5,1013.0,7.0,7.0,15.1,18.0,Yes,Yes
2015-05-07,Cobar,6.8,18.3,0.0,4.4,,WSW,39.0,SSW,WSW,11.0,20.0,57.0,27.0,1023.8,1021.7,7.0,1.0,11.9,17.8,No,No
2008-10-26,Adelaide,17.1,23.7,0.0,,6.9,WNW,50.0,SSE,WNW,15.0,20.0,64.0,44.0,1006.2,1008.1,,,18.1,22.3,No,Yes
2011-10-05,Perth,7.8,22.6,0.0,4.0,10.6,SW,26.0,NE,WSW,6.0,13.0,58.0,45.0,1020.7,1018.2,3.0,6.0,17.4,21.2,No,No
2017-06-09,Katherine,11.6,26.7,0.0,7.8,,ESE,41.0,SE,SE,13.0,22.0,32.0,,1020.0,1015.9,6.0,,17.5,,No,No
2016-02-17,MelbourneAirport,12.8,23.6,0.0,6.8,6.2,S,50.0,WSW,S,26.0,35.0,67.0,60.0,1015.5,1013.1,7.0,6.0,15.4,22.0,No,No
2016-01-03,Albany,17.2,20.9,0.6,6.8,0.0,,,E,,46.0,,95.0,,1019.0,1017.4,8.0,,18.5,,No,No
2016-01-07,Albury,16.4,28.0,0.0,,,SE,35.0,SE,ESE,20.0,20.0,46.0,31.0,1017.4,1015.7,,2.0,20.9,26.6,No,No
2009-05-03,Mildura,4.6,19.5,0.2,1.8,9.2,ESE,24.0,S,SSE,9.0,13.0,82.0,35.0,1029.7,1027.4,1.0,0.0,10.1,19.0,No,No
2016-04-12,Darwin,25.6,36.0,0.0,6.8,10.7,E,43.0,ENE,ESE,15.0,24.0,63.0,33.0,1012.9,1008.7,4.0,6.0,30.3,35.4,No,No
2014-02-09,Tuggeranong,14.1,37.7,0.0,,,W,41.0,,WNW,0.0,20.0,45.0,13.0,1017.4,1012.4,,,22.6,37.0,No,No
2009-10-24,Witchcliffe,11.2,24.8,0.0,,,SE,46.0,SE,ENE,22.0,20.0,57.0,42.0,1025.0,1020.3,,,16.6,24.0,No,No
2012-01-23,Wollongong,18.8,23.5,3.2,,,E,41.0,E,E,28.0,17.0,71.0,62.0,1023.5,1022.0,8.0,,21.4,23.2,Yes,No
2017-02-05,Melbourne,18.5,30.7,0.0,10.8,1.5,N,44.0,NNE,N,13.0,19.0,61.0,53.0,1007.2,1004.2,7.0,7.0,24.2,30.2,No,Yes
2012-08-17,PearceRAAF,7.7,20.2,0.0,,5.8,ENE,50.0,ENE,E,31.0,15.0,62.0,48.0,1022.4,1019.8,8.0,,12.5,19.9,No,No
2012-02-23,Witchcliffe,14.7,27.5,0.0,,,WNW,43.0,SW,WNW,9.0,22.0,,,1008.1,1007.5,,,23.9,23.7,No,No
2016-06-12,Katherine,18.7,30.5,0.0,5.6,,SSE,39.0,SE,SE,24.0,20.0,34.0,,1020.4,1015.7,0.0,,21.3,,No,No
2015-12-28,MountGambier,7.0,25.3,0.0,5.6,13.6,SSW,44.0,ESE,S,17.0,26.0,53.0,39.0,1026.6,1024.1,1.0,0.0,17.1,23.4,No,No
2014-03-21,CoffsHarbour,17.9,25.4,34.2,8.2,,SSE,28.0,S,S,7.0,20.0,95.0,76.0,1021.5,1018.5,8.0,6.0,20.5,24.0,Yes,Yes
2009-10-08,Brisbane,11.8,27.0,2.4,6.6,12.0,WSW,35.0,SW,ENE,13.0,15.0,28.0,33.0,1016.4,1013.3,0.0,1.0,19.7,23.3,Yes,No
2017-02-13,AliceSprings,23.2,35.7,0.0,40.8,,SSE,39.0,SE,ESE,22.0,28.0,27.0,20.0,1010.9,1007.4,,,26.9,34.2,No,No
2016-06-14,GoldCoast,16.4,22.7,0.6,,,,,S,SE,28.0,33.0,82.0,68.0,1032.7,1029.7,,,18.2,21.0,No,
2016-01-30,Williamtown,21.4,29.9,0.0,,,ENE,46.0,S,SE,6.0,26.0,84.0,68.0,1004.5,1002.8,5.0,,24.5,28.4,No,No
2010-08-17,Mildura,-1.3,15.2,0.0,2.2,8.6,NE,33.0,ENE,NE,9.0,17.0,77.0,37.0,1023.5,1018.2,6.0,6.0,5.9,14.6,No,Yes
2012-04-02,WaggaWagga,13.3,25.9,1.6,2.4,10.3,NW,24.0,E,NW,7.0,7.0,76.0,38.0,1017.4,1014.2,1.0,1.0,18.7,25.6,Yes,No
2015-09-08,Cobar,2.4,17.6,0.0,4.2,,WSW,39.0,WSW,SW,11.0,22.0,51.0,42.0,1025.1,1021.9,1.0,7.0,11.4,16.3,No,No
2016-12-26,Bendigo,21.5,34.5,0.0,,,WSW,50.0,NE,WSW,15.0,31.0,40.0,42.0,1008.7,1009.1,2.0,6.0,27.7,27.6,No,Yes
2017-05-11,Bendigo,3.4,19.0,0.0,,,NNE,20.0,,NW,0.0,4.0,93.0,39.0,1026.5,1023.9,,,9.6,19.0,No,No
2012-05-26,Bendigo,6.7,14.7,6.8,,,W,31.0,W,W,15.0,13.0,92.0,64.0,1015.3,1015.3,8.0,7.0,10.1,13.8,Yes,No
2011-02-02,Cairns,26.0,31.6,0.6,,0.7,W,83.0,SSE,S,39.0,13.0,70.0,84.0,1004.7,997.9,6.0,,28.3,26.0,No,Yes
2015-03-21,Albany,17.0,22.0,0.0,3.6,1.7,,,SE,S,26.0,46.0,76.0,88.0,1015.1,1014.0,5.0,8.0,21.7,19.2,No,Yes
2011-12-11,Richmond,15.0,27.3,0.0,,,SSW,33.0,,,0.0,0.0,72.0,94.0,1004.2,1003.4,,,21.4,19.2,No,Yes
2009-05-16,Nuriootpa,12.4,17.1,9.2,0.2,4.5,WNW,52.0,WSW,WSW,20.0,20.0,98.0,72.0,1019.3,1019.7,8.0,7.0,13.4,16.1,Yes,No
2013-04-03,Darwin,23.9,33.0,1.2,4.0,9.3,ENE,33.0,E,ENE,15.0,24.0,77.0,48.0,1010.5,1006.8,7.0,7.0,27.6,32.2,Yes,No
2010-06-06,WaggaWagga,5.0,14.5,0.0,1.0,5.6,W,28.0,SSE,WSW,9.0,17.0,91.0,60.0,1020.4,1020.0,8.0,1.0,6.7,14.0,No,No
2009-01-18,Cairns,24.9,32.2,1.8,4.6,4.0,ESE,35.0,SSE,ESE,15.0,19.0,81.0,58.0,1011.4,1008.8,7.0,7.0,27.6,31.5,Yes,Yes
2014-01-16,Canberra,15.2,40.1,0.0,,,E,48.0,S,ESE,9.0,20.0,35.0,8.0,1018.7,1014.4,,,26.9,38.7,No,No
2013-12-11,Canberra,5.6,23.3,0.0,,,WNW,54.0,NW,W,22.0,31.0,44.0,31.0,1007.9,1006.0,,1.0,16.8,21.1,No,No
2009-08-16,Williamtown,2.7,24.4,0.0,3.0,10.5,N,22.0,WNW,N,13.0,11.0,64.0,32.0,1017.1,1011.0,0.0,1.0,13.1,23.8,No,No
2011-06-22,Woomera,3.5,14.9,0.0,4.2,4.9,WSW,26.0,W,WSW,11.0,13.0,92.0,52.0,1023.7,1022.1,0.0,3.0,7.4,14.0,No,No
2011-03-21,NorahHead,19.9,27.0,47.8,,,ENE,57.0,NNE,ENE,17.0,20.0,96.0,86.0,1006.2,1003.3,,,23.1,24.4,Yes,Yes
2012-06-05,Brisbane,12.1,17.9,0.0,6.6,9.9,WNW,46.0,W,WNW,17.0,20.0,55.0,43.0,1007.6,1004.1,1.0,2.0,14.7,17.2,No,No
2016-11-07,Nuriootpa,10.7,26.2,0.0,8.2,7.0,WSW,52.0,NNW,W,20.0,19.0,19.0,21.0,1003.6,1003.5,7.0,,22.0,25.8,No,No
2015-06-12,Williamtown,11.7,18.2,,,,NW,15.0,NW,S,9.0,9.0,93.0,70.0,1034.6,1031.4,8.0,7.0,13.6,17.1,,
2012-11-08,MountGambier,9.0,18.5,1.2,4.4,9.0,W,48.0,NW,WSW,11.0,31.0,92.0,43.0,1013.5,1013.9,2.0,6.0,13.1,17.5,Yes,Yes
2015-05-07,PearceRAAF,6.9,23.6,0.0,,9.8,ESE,26.0,ESE,SSW,13.0,13.0,69.0,32.0,1030.7,1026.9,0.0,1.0,15.4,22.8,No,No
2015-06-04,Sale,-1.2,11.2,0.2,,,WNW,39.0,N,SE,7.0,9.0,99.0,73.0,1021.0,1015.5,8.0,8.0,1.0,10.2,No,Yes
2014-11-20,GoldCoast,20.0,27.7,2.4,,,NNE,37.0,N,NNE,11.0,30.0,74.0,70.0,1018.4,1014.6,,,25.5,26.3,Yes,No
2009-02-24,Bendigo,10.9,25.7,0.0,9.2,,SSE,43.0,SSE,SSE,26.0,11.0,42.0,21.0,1017.6,1016.1,0.0,0.0,14.8,23.4,No,No
2009-09-26,MountGinini,-3.5,-2.5,13.0,,,W,74.0,W,WNW,28.0,26.0,98.0,98.0,,,,,-3.3,-3.1,Yes,Yes
2011-05-22,NorahHead,12.3,21.6,0.2,,,NNE,43.0,NW,NNE,2.0,24.0,70.0,71.0,1021.0,1015.6,,,17.6,19.5,No,Yes
2014-04-08,Walpole,10.9,24.6,0.0,,,ENE,28.0,ENE,S,9.0,15.0,87.0,60.0,1018.3,1014.9,,,15.6,22.3,No,No
2009-10-04,Witchcliffe,7.2,15.3,0.2,,,SSE,28.0,NNE,SSE,7.0,19.0,66.0,68.0,1027.2,1026.2,,,13.2,13.2,No,No
2016-04-29,Sydney,16.0,24.2,0.0,4.8,4.6,NE,26.0,W,NE,13.0,11.0,75.0,65.0,1022.8,1018.5,4.0,8.0,18.8,23.3,No,No
2016-03-08,PearceRAAF,19.5,36.0,0.0,,11.7,WSW,43.0,ENE,SSE,13.0,7.0,39.0,20.0,1015.7,1011.5,0.0,,27.0,34.7,No,No
2013-05-21,Albury,5.3,14.9,1.0,,,SSE,15.0,S,ESE,9.0,4.0,100.0,55.0,1018.1,1015.8,8.0,,6.9,14.3,No,No
2011-12-24,Launceston,13.1,26.6,0.0,,,NNW,37.0,WNW,NW,4.0,20.0,71.0,56.0,1014.5,1011.3,,,19.6,25.7,No,No
2016-06-22,Watsonia,10.3,14.7,0.2,2.0,4.5,W,50.0,NNW,NW,11.0,13.0,74.0,62.0,1004.0,1005.0,3.0,7.0,10.5,13.7,No,No
2014-05-04,Melbourne,8.7,14.2,,2.6,2.3,SW,52.0,SW,SSW,30.0,19.0,78.0,81.0,1009.5,1011.5,,,10.2,12.3,,Yes
2009-11-02,Dartmoor,10.8,32.5,0.0,2.8,6.9,W,57.0,ESE,ENE,11.0,22.0,89.0,51.0,1020.4,1010.6,,,15.8,29.4,No,Yes
2015-08-23,AliceSprings,18.9,30.7,0.0,13.4,11.1,WSW,44.0,W,WSW,20.0,26.0,21.0,13.0,1016.4,1014.3,1.0,2.0,24.8,29.6,No,No
2013-12-07,Watsonia,9.6,25.5,0.0,4.0,12.6,ENE,26.0,NNW,N,6.0,9.0,64.0,33.0,1021.4,1018.6,2.0,2.0,15.1,23.0,No,No
2011-02-05,NorfolkIsland,19.6,25.8,0.0,6.0,12.5,E,39.0,E,E,17.0,28.0,70.0,74.0,1022.5,1022.0,1.0,3.0,24.2,24.8,No,No
2016-12-10,Hobart,9.8,18.9,0.0,8.0,2.4,NNW,57.0,NNW,NW,20.0,30.0,50.0,48.0,1015.9,1016.3,7.0,7.0,16.8,16.4,No,No
2014-05-03,Nuriootpa,1.3,13.8,5.6,1.1,9.1,SW,41.0,SW,SSW,9.0,24.0,80.0,50.0,1010.1,1010.1,3.0,4.0,8.3,12.5,Yes,No
2013-07-19,Newcastle,11.8,21.2,0.2,,,,,,,0.0,0.0,89.0,90.0,,,5.0,8.0,14.8,16.8,No,No
2013-10-15,NorahHead,9.9,21.2,0.0,,,NNE,48.0,WNW,NE,4.0,24.0,44.0,48.0,1022.9,1019.3,,,16.0,20.1,No,No
2014-04-28,NorahHead,15.2,20.2,16.4,,,NNE,26.0,SSW,NNE,4.0,7.0,90.0,76.0,1025.8,1022.2,,,17.8,19.4,Yes,No
2015-08-31,Watsonia,7.6,12.8,0.0,1.8,4.2,SW,41.0,SW,SW,2.0,15.0,74.0,64.0,1021.2,1018.6,7.0,7.0,9.0,11.1,No,No
2016-03-14,MountGambier,14.3,20.6,0.0,4.2,4.3,SSE,50.0,SSE,SSE,30.0,31.0,70.0,51.0,1022.6,1022.0,7.0,7.0,16.1,19.4,No,No
2016-03-23,Uluru,22.2,35.4,0.0,,,WSW,37.0,,WNW,0.0,13.0,47.0,33.0,1013.7,1010.8,,,25.6,34.7,No,No
2015-07-31,Sale,3.8,13.8,0.0,,,WNW,59.0,NW,WSW,7.0,6.0,86.0,55.0,1021.0,1017.5,,,8.9,13.1,No,No
2010-10-24,Canberra,8.8,16.3,3.2,3.2,2.4,E,28.0,E,ESE,13.0,11.0,84.0,54.0,1022.4,1020.6,7.0,7.0,9.1,15.4,Yes,No
2010-12-13,AliceSprings,17.4,34.5,0.0,8.4,13.3,N,39.0,E,ESE,13.0,13.0,35.0,19.0,1011.1,1007.0,0.0,1.0,27.0,34.3,No,No
2010-07-16,SydneyAirport,7.2,17.1,0.0,4.4,9.4,W,39.0,W,S,15.0,26.0,51.0,59.0,1025.9,1024.2,3.0,1.0,12.1,14.9,No,No
2011-01-07,Portland,14.2,35.4,0.0,9.4,9.8,NNW,43.0,N,WSW,17.0,17.0,40.0,26.0,1005.4,1003.9,6.0,2.0,23.9,31.6,No,No
2008-12-23,Brisbane,17.2,28.5,0.0,9.2,12.3,E,35.0,NW,NNE,9.0,13.0,56.0,44.0,1015.4,1011.8,3.0,1.0,24.2,27.3,No,No
2014-09-30,Tuggeranong,4.0,24.4,0.0,,,WSW,61.0,N,WSW,13.0,24.0,53.0,33.0,1013.3,1009.1,,,18.1,22.8,No,No
2009-10-09,AliceSprings,6.7,28.1,0.0,9.8,11.8,E,41.0,ENE,ESE,28.0,4.0,6.0,1.0,1020.6,1015.8,0.0,0.0,18.9,27.5,No,No
2009-07-02,BadgerysCreek,5.0,18.2,0.0,,,WNW,46.0,ENE,W,4.0,22.0,52.0,42.0,1007.4,1007.1,,,15.1,16.1,No,No
2010-05-04,MountGinini,5.0,9.5,0.0,,,WNW,57.0,NNW,NW,19.0,35.0,97.0,98.0,,,,,8.1,8.9,No,Yes
2009-01-15,Penrith,20.3,43.3,0.0,,,SE,54.0,S,W,6.0,22.0,49.0,17.0,,,,,28.4,42.2,No,No
2015-07-31,Launceston,0.3,10.8,9.8,,,NNW,39.0,,NNW,0.0,19.0,95.0,71.0,,,,5.0,2.8,9.9,Yes,Yes
2010-12-28,MelbourneAirport,6.0,22.8,0.0,4.0,13.4,S,31.0,SE,SE,11.0,15.0,56.0,41.0,1018.8,1015.7,6.0,2.0,13.3,19.9,No,No
2014-09-22,Launceston,3.8,17.2,0.0,,,NW,35.0,NNW,NW,9.0,22.0,99.0,69.0,,,4.0,,10.9,15.3,No,No
2015-10-17,MountGinini,11.0,18.0,0.0,,,SW,61.0,SW,W,19.0,20.0,69.0,50.0,,,,,12.2,16.8,No,Yes
2013-08-03,Moree,1.9,19.8,0.0,3.4,10.3,WSW,37.0,,WSW,0.0,24.0,60.0,28.0,1020.9,1017.1,1.0,2.0,10.9,19.3,No,No
2013-06-14,Hobart,7.1,10.4,0.2,0.0,1.5,SSW,44.0,SSW,SSW,24.0,26.0,67.0,74.0,1018.0,1017.9,,,8.4,10.1,No,Yes
2013-08-28,Launceston,6.8,14.9,0.0,,,SSE,33.0,SSE,NW,19.0,2.0,69.0,54.0,1023.2,1022.3,,,9.9,13.7,No,No
